analysis_text_policy_note,analysis_text_policy_passed,analysis_text_source,article_url,code_a1,code_a2,code_a3,code_a4,code_a5,code_confidence,code_label,code_note,code_reasons,code_supporting_urls,code_vote_summary,data_a1,data_a2,data_a3,data_a4,data_a5,data_confidence,data_label,data_named_public_benchmark,data_note,data_public_benchmark_name,data_public_benchmark_note,data_public_external_dataset,data_public_external_dataset_note,data_public_external_dataset_type,data_reasons,data_supporting_urls,data_vote_summary,doi,evidence_pointer,judge_vote_summary,main_urls,note,paper_id,phm_relevant,relevance_confidence,relevance_intro_excerpt,relevance_label,relevance_note,relevance_reasons,relevance_review_required,repro_audit_eligible,repro_score,retrieval_status,review_required,source,text_provider,title,track,year
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3571,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3571,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3571,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3571/phmc_23_3571""]",,phm-2023-3571,,,,,,[],False,True,0,full_text,False,phm,pypdf,Context-aware machine learning for estimating the remaining useful life of bearings under varying speed operating conditions,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3494,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,1,0,0.95,A4,False,This wind turbine dataset is unfortunately not publicly available.,,,True,"To alleviate the non-stationary and nonlinear properties of the raw measurements, due to variations in the experimental conditions of the public datasets being used, the local mean decomposition method was used to decompose the measurements.",public_dataset_claim,"[""explicitly_unavailable""]",[],openai/gpt-4o-mini:A4@0.95; anthropic/claude-3.5-haiku:A4@0.90; google/gemini-1.5-flash:A4@0.85,10.36001/phmconf.2023.v15i1.3494,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3494,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A4@0.95; anthropic/claude-3.5-haiku:A4@0.90; google/gemini-1.5-flash:A4@0.85,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3494/phmc_23_3494""]",This wind turbine dataset is unfortunately not publicly available.,phm-2023-3494,,,,,,[],False,True,1,full_text,False,phm,pypdf,Co-design Model for Neuromorphic Technology Development in Rolling Element Bearing Condition Monitoring,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3483,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3483,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3483,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3483/phmc_23_3483""]",,phm-2023-3483,,,,,,[],False,True,0,full_text,False,phm,pypdf,DAGGER: Data AuGmentation GEneRative Framework for Time-Series Data in Data-Driven Smart Manufacturing Systems,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3565,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,True,,CWRU,The CWRU dataset contains vibration signals collected from a drive-end bearing of an electrical motor operating under different loads.,True,The CWRU dataset contains vibration signals collected from a drive-end bearing of an electrical motor operating under different loads.,named_benchmark,"[""standard_benchmark_link""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3565,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3565,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3565/phmc_23_3565""]",,phm-2023-3565,,,,,,[],False,True,0,full_text,False,phm,pypdf,Data Augmentation of Sensor Time Series using Time-varying Autoregressive Processes,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3437,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]","[""http://ti.arc.nasa.gov/project/prognostic-data-repository""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,True,"Different datasets have been used in order to explore the various methods, including public datasets, data from laboratory tests and operational data from ships in actual operation.",public_dataset_claim,"[""not_mentioned""]","[""http://ti.arc.nasa.gov/project/prognostic-data-repository"", ""https://www.dnv.com/services/battery-ai-35181"", ""https://store.veracity.com/battery-ai""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3437,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3437,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3437/phmc_23_3437""]",,phm-2023-3437,,,,,,[],False,True,0,full_text,False,phm,pypdf,Data-Driven Approaches to Diagnostics and State of Health Monitoring of Maritime Battery Systems,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3444,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,True,,C-MAPSS,"C-MAPSS model schematic representation with sensor position within the engine, adapted from (Arias Chao et al., 2021) The dataset we used to evaluate the effectiveness of our proposed approach is the N-CMAPSS (Arias Chao et al., 2021).",True,"C-MAPSS model schematic representation with sensor position within the engine, adapted from (Arias Chao et al., 2021) The dataset we used to evaluate the effectiveness of our proposed approach is the N-CMAPSS (Arias Chao et al., 2021).",named_benchmark,"[""standard_benchmark_link""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3444,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3444,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3444/phmc_23_3444""]",,phm-2023-3444,,,,,,[],False,True,0,full_text,False,phm,pypdf,A Comparison of Residual-based Methods on Fault Detection,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3568,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,True,,C-MAPSS,"For the C-MAPSS data set, the random forest model already performed very well out of the box and all of the experiments also performed well.",True,"For the C-MAPSS data set, the random forest model already performed very well out of the box and all of the experiments also performed well.",named_benchmark,"[""standard_benchmark_link""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3568,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3568,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3568/phmc_23_3568""]",,phm-2023-3568,,,,,,[],False,True,0,full_text,False,phm,pypdf,Design and Implementation of a Model Selection Pipeline for Prognostics and Health Management in the Operational Environment,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3573,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3573,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3573,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3573/phmc_23_3573""]",,phm-2023-3573,,,,,,[],False,True,0,full_text,False,phm,pypdf,Diagnostic Signal Method for Fault Identification of Electro-Hydraulic Servo Actuators,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3566,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,True,,CWRU,"A PPLICATION ON THREE EXPERIMENTAL DATASETS The proposed window length selection method is evaluated on three experimental datasets, including two public datasets (Qiu, Lee, Lin, & Yu, 2006;Case Western Reserve University Bearing Dataset , n.d.) and an in-house dataset measured at KU Leuven, Belgium.",True,"A PPLICATION ON THREE EXPERIMENTAL DATASETS The proposed window length selection method is evaluated on three experimental datasets, including two public datasets (Qiu, Lee, Lin, & Yu, 2006;Case Western Reserve University Bearing Dataset , n.d.) and an in-house dataset measured at KU Leuven, Belgium.",named_benchmark,"[""standard_benchmark_link""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3566,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3566,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3566/phmc_23_3566""]",,phm-2023-3566,,,,,,[],False,True,0,full_text,False,phm,pypdf,Differentiable Short-Time Fourier Transform Window Length Selection Driven by Cyclo-Stationarity,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3517,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,True,,C-MAPSS,"This dataset was generated using the Commercial Modular Aero-Propulsion System Simulation (C-MAPSS) dynamic model (Saxena et al., 2008) and is referred to as the NASA C-MAPSS dataset which is widely used for studying prognostics problems in aircraft engines.",True,"This dataset was generated using the Commercial Modular Aero-Propulsion System Simulation (C-MAPSS) dynamic model (Saxena et al., 2008) and is referred to as the NASA C-MAPSS dataset which is widely used for studying prognostics problems in aircraft engines.",named_benchmark,"[""standard_benchmark_link""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3517,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3517,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3517/phmc_23_3517""]",,phm-2023-3517,,,,,,[],False,True,0,full_text,False,phm,pypdf,Ensemble Learning Based Convolutional Neural Networks for Remaining Useful Life Prediction of Aircraft Engines,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3472,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,True,,C-MAPSS,"Specifically, we use extreme gradient boosting (XGB), random forest (RF), logistic regression (LR), and one simple FFNN to predict RUL using the C-MAPSS dataset (Saxena et al., 2008).",True,"Specifically, we use extreme gradient boosting (XGB), random forest (RF), logistic regression (LR), and one simple FFNN to predict RUL using the C-MAPSS dataset (Saxena et al., 2008).",named_benchmark,"[""standard_benchmark_link""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3472,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3472,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3472/phmc_23_3472"", ""https://papers.phmsociety.org/index.php/phmconf/article/download/3472/2348""]",,phm-2023-3472,,,,,,[],False,True,0,full_text,False,phm,pypdf,Explainable Predictive Maintenance is Not Enough: Quantifying Trust in Remaining Useful Life Estimation,Technical Research Papers,2023
