analysis_text_policy_note,analysis_text_policy_passed,analysis_text_source,article_url,code_a1,code_a2,code_a3,code_a4,code_a5,code_confidence,code_label,code_note,code_reasons,code_supporting_urls,code_vote_summary,data_a1,data_a2,data_a3,data_a4,data_a5,data_confidence,data_label,data_named_public_benchmark,data_note,data_public_benchmark_name,data_public_benchmark_note,data_public_external_dataset,data_public_external_dataset_note,data_public_external_dataset_type,data_reasons,data_supporting_urls,data_vote_summary,doi,evidence_pointer,judge_vote_summary,main_urls,note,paper_id,phm_relevant,relevance_confidence,relevance_intro_excerpt,relevance_label,relevance_note,relevance_reasons,relevance_review_required,repro_audit_eligible,repro_score,retrieval_status,review_required,source,text_provider,title,track,year
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4071,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.4071,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-4071,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4071/phmc_24_4071""]",,phm-2024-4071,,,,,,[],False,True,0,full_text,False,phm,pypdf,Data-Driven Remaining Useful Life Estimation,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4061,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.4061,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-4061,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4061/phmc_24_4061""]",,phm-2024-4061,,,,,,[],False,True,0,full_text,False,phm,pypdf,Development of PHM Algorithm of e-Latch to Prepare for the Era of Autonomous Driving,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3971,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.3971,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-3971,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3971/phmc_24_3971""]",,phm-2024-3971,,,,,,[],False,True,0,full_text,False,phm,pypdf,Elastodynamics based Modelling of Acoustic Emission for Earlier Bearing Damage Detection,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4146,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.4146,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-4146,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4146/phmc_24_4146""]",,phm-2024-4146,,,,,,[],False,True,0,full_text,False,phm,pypdf,Evaluation of the Use of the Angular Domain and Order Domain in a Bearing Fault Detection Framework using Deep Learning,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4116,1,0,0,0,0,0.92,A1,"re ¯xk = ak−kp xkp. Proof. According to the Theory of Uncertain Events Prognosis (Acu ˜na-Ureta et al., 2021), the probability distribution 1Code available at: https://github.com/SPAE-Research-Group/PHM24","[""ownership_link""]","[""https://github.com/SPAE-Research-Group/PHM24""]",openai/gpt-4o-mini:A1@0.92; anthropic/claude-3.5-haiku:A1@0.87; google/gemini-1.5-flash:A1@0.82,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]","[""https://github.com/SPAE-Research-Group/PHM24""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.4116,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-4116,openai/gpt-4o-mini:A1@0.92; anthropic/claude-3.5-haiku:A1@0.87; google/gemini-1.5-flash:A1@0.82 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4116/phmc_24_4116""]","re ¯xk = ak−kp xkp. Proof. According to the Theory of Uncertain Events Prognosis (Acu ˜na-Ureta et al., 2021), the probability distribution 1Code available at: https://github.com/SPAE-Research-Group/PHM24",phm-2024-4116,,,,,,[],False,True,4,full_text,False,phm,pypdf,Expected First Occurrence Time of Uncertain Future Events in One-Dimensional Linear Systems,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3888,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]","[""https://www.phmtechnology.com/""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]","[""https://www.phmtechnology.com/""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.3888,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-3888,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3888/phmc_24_3888""]",,phm-2024-3888,,,,,,[],False,True,0,full_text,False,phm,pypdf,Exploring the Nexus between Sensor Reliability and System Performance,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4057,1,0,0,0,0,0.92,A1,supplementary material at https://portal,"[""ownership_link""]","[""https://portal""]",openai/gpt-4o-mini:A1@0.92; anthropic/claude-3.5-haiku:A1@0.87; google/gemini-1.5-flash:A1@0.82,1,0,0,0,0,0.92,A1,False,supplementary material at https://portal,,,False,,,"[""ownership_link""]","[""https://portal""]",openai/gpt-4o-mini:A1@0.92; anthropic/claude-3.5-haiku:A1@0.87; google/gemini-1.5-flash:A1@0.82,10.36001/phmconf.2024.v16i1.4057,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-4057,openai/gpt-4o-mini:A1@0.92; anthropic/claude-3.5-haiku:A1@0.87; google/gemini-1.5-flash:A1@0.82 | openai/gpt-4o-mini:A1@0.92; anthropic/claude-3.5-haiku:A1@0.87; google/gemini-1.5-flash:A1@0.82,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4057/phmc_24_4057""]",code: supplementary material at https://portal | data: supplementary material at https://portal,phm-2024-4057,,,,,,[],False,True,8,full_text,False,phm,pypdf,Extracting Quantitative Insights from electrochemical impedance spectra using Statistical Methods,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4132,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.4132,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-4132,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4132/phmc_24_4132""]",,phm-2024-4132,,,,,,[],False,True,0,full_text,False,phm,pypdf,Feature-weighted Random Forest with Boruta for Fault Diagnosis of Satellite Attitude Control Systems,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4064,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.4064,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-4064,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4064/phmc_24_4064""]",,phm-2024-4064,,,,,,[],False,True,0,full_text,False,phm,pypdf,Global-Local Continual Transfer Network for Intelligent Fault Diagnosis of Rotating Machinery,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3918,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.3918,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-3918,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3918/phmc_24_3918""]",,phm-2024-3918,,,,,,[],False,True,0,full_text,False,phm,pypdf,Health Indicator Development for Low-Voltage Battery Diagnostics and Prognostics in Electric Vehicles,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4000,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.4000,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-4000,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4000/phmc_24_4000""]",,phm-2024-4000,,,,,,[],False,True,0,full_text,False,phm,pypdf,Investigation of the Dynamic Relationship between Oil Temperature and Bearing Gearbox Condition Indicator Values for the Bell 407 Helicopter Based on Cointegration Analysis,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4078,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.4078,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-4078,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4078/phmc_24_4078""]",,phm-2024-4078,,,,,,[],False,True,0,full_text,False,phm,pypdf,Mean Variance Estimation Neural Network Particle Filter for Predicting Battery Remaining Useful Life,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4080,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.4080,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-4080,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4080/phmc_24_4080""]",,phm-2024-4080,,,,,,[],False,True,0,full_text,False,phm,pypdf,Modeling and Simulation of Thermal Effects on Electrical Behavior in Lithium-Ion Cells,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4156,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.4156,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-4156,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4156/phmc_24_4156""]",,phm-2024-4156,,,,,,[],False,True,0,full_text,False,phm,pypdf,On the Construction of Energy Efficiency-based Degradation Indicator for Photovoltaic Solar Inverters,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3934,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.3934,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-3934,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3934/phmc_24_3934""]",,phm-2024-3934,,,,,,[],False,True,0,full_text,False,phm,pypdf,Online and Offline Fault Detection and Diagnostics in a Nuclear Power Plant Condenser,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3881,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.3881,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-3881,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3881/phmc_24_3881""]",,phm-2024-3881,,,,,,[],False,True,0,full_text,False,phm,pypdf,Physics and Data Collaborative Root Cause Analysis,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4135,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.4135,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-4135,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4135/phmc_24_4135"", ""https://papers.phmsociety.org/index.php/phmconf/article/download/4135/2595""]",,phm-2024-4135,,,,,,[],False,True,0,full_text,False,phm,pypdf,Physics-Informed Data-Driven Approaches to State of Health Prediction of Maritime Battery Systems,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4154,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]","[""https://www.nengo.ai"", ""https://nengo.ai/getting-started""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]","[""https://www.nengo.ai"", ""https://nengo.ai/getting-started""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.4154,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-4154,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4154/phmc_24_4154""]",,phm-2024-4154,,,,,,[],False,True,0,full_text,False,phm,pypdf,SPIKE-Dx,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3907,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.3907,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-3907,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3907/phmc_24_3907""]",,phm-2024-3907,,,,,,[],False,True,0,full_text,False,phm,pypdf,SYSAI for System Health Management - a Statistical Framework for the Analysis of Diagnosis Systems,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4137,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.4137,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-4137,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4137/phmc_24_4137"", ""https://papers.phmsociety.org/index.php/phmconf/article/download/4137/2593""]",,phm-2024-4137,,,,,,[],False,True,0,full_text,False,phm,pypdf,Unsupervised Fault Detection in a Controlled Conical Tank,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3928,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.3928,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-3928,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3928/phmc_24_3928""]",,phm-2024-3928,,,,,,[],False,True,0,full_text,False,phm,pypdf,Use of Tach from Vibration to Estimate Bearing Spall Length,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4144,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.4144,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-4144,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4144/phmc_24_4144""]",,phm-2024-4144,,,,,,[],False,True,0,full_text,False,phm,pypdf,Temporal Convolutional Network-based Approach for Forecasting Fluctuations Differential Pressure in Reverse Osmosis Systems,Technical Research Papers,2024
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4124,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,True,,C-MAPSS,"Another work in diagnostics that was applied to the turbofan engine dataset C-MAPSS was by Ji, Zhang, and Yan (2024).",True,"Another work in diagnostics that was applied to the turbofan engine dataset C-MAPSS was by Ji, Zhang, and Yan (2024).",named_benchmark,"[""standard_benchmark_link""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2024.v16i1.4124,data/processed/phm_society_conf/2024/audit/papers.jsonl#phm-2024-4124,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/4124/phmc_24_4124""]",,phm-2024-4124,,,,,,[],False,True,0,full_text,False,phm,pypdf,Using Explainable Artificial Intelligence to Interpret Remaining Useful Life Estimation with Gated Recurrent Unit,Technical Research Papers,2024
