analysis_text_policy_note,analysis_text_policy_passed,analysis_text_source,article_url,code_label,code_note,data_label,data_named_public_benchmark,data_note,data_public_benchmark_name,data_public_benchmark_note,data_public_external_dataset,data_public_external_dataset_note,data_public_external_dataset_type,doi,note,paper_id,phm_relevant,relevance_confidence,relevance_label,relevance_note,relevance_review_required,repro_audit_eligible,repro_score,retrieval_status,review_required,source,text_provider,title,track,year
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/ijphm/article/view/3533,A5,,A5,False,,,,False,,,10.36001/ijphm.2023.v14i2.3533,,ijphm-2023-3533,,,,,False,True,0,full_text,False,ijphm,pypdf,Device Health Status Assessment Under the Influence of Multiple Exception Modes,Technical Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/ijphm/article/view/3545,A5,,A5,False,,,,False,,,10.36001/ijphm.2023.v14i2.3545,,ijphm-2023-3545,,,,,False,True,0,full_text,False,ijphm,pypdf,A Fault- Tolerant DC-DC Converter with Zero Interruption Time Using Capacitor Health Prognosis,Technical Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/ijphm/article/view/3583,A5,,A5,False,,,,False,,,10.36001/ijphm.2023.v14i2.3583,,ijphm-2023-3583,,,,,False,True,0,full_text,False,ijphm,pypdf,The Study of Trends in AI Applications for Vehicle Maintenance Through Keyword Co-occurrence Network Analysis,Technical Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/ijphm/article/view/3587,A5,,A5,True,,CALCE,The Center for Advanced Life Cycle Engineering (CALCE) at the University of Maryland provides a life cycle data set for 15 prismatic CS2 cells.,True,The Center for Advanced Life Cycle Engineering (CALCE) at the University of Maryland provides a life cycle data set for 15 prismatic CS2 cells.,named_benchmark,10.36001/ijphm.2023.v14i2.3587,,ijphm-2023-3587,,,,,False,True,0,full_text,False,ijphm,pypdf,An Accelerated Life Testing Dataset for Lithium-Ion Batteries with Constant and Variable Loading Conditions,Technical Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/ijphm/article/view/3283,A5,,A5,False,,,,False,,,10.36001/ijphm.2023.v14i1.3283,,ijphm-2023-3283,,,,,False,True,0,full_text,False,ijphm,pypdf,Validation of a Physics-based Prognostic Model with Incomplete Data,Technical Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/ijphm/article/view/3377,A5,,A5,False,,,,False,,,10.36001/ijphm.2023.v14i1.3377,,ijphm-2023-3377,,,,,False,True,0,full_text,False,ijphm,pypdf,A Method to Detect and Isolate Brake Rotor Thickness Variation and Corrosion,Technical Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/ijphm/article/view/3393,A5,,A5,False,,,,False,,,10.36001/ijphm.2023.v14i1.3393,,ijphm-2023-3393,,,,,False,True,0,full_text,False,ijphm,pypdf,Predictive Diagnosis in Axial Piston Pumps,Technical Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/ijphm/article/view/3395,A5,,A5,False,,,,False,,,10.36001/ijphm.2023.v14i1.3395,,ijphm-2023-3395,,,,,False,True,0,full_text,False,ijphm,pypdf,A Composite Fault Feature Enhancement Approach for Rolling Bearings Grounded on ITD and Entropy-based Weight Method,Technical Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/ijphm/article/view/3419,A5,,A5,False,,,,False,,,10.36001/ijphm.2023.v14i1.3419,,ijphm-2023-3419,,,,,False,True,0,full_text,False,ijphm,pypdf,Early Fault Detection in Particle Accelerator Power Electronics Using Ensemble Learning,Technical Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/ijphm/article/view/3426,A5,,A5,False,,,,False,,,10.36001/ijphm.2023.v14i1.3426,,ijphm-2023-3426,,,,,False,True,0,full_text,False,ijphm,pypdf,Cross-domain Transfer of Defect Features in Technical Domains Based on Partial Target Data,Technical Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/ijphm/article/view/3431,A5,,A5,False,,,,False,,,10.36001/ijphm.2023.v14i1.3431,,ijphm-2023-3431,,,,,False,True,0,full_text,False,ijphm,pypdf,Unsupervised Probabilistic Anomaly Detection Over Nominal Subsystem Events Through a Hierarchical Variational Autoencoder,Technical Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/ijphm/article/view/3458,A5,,A5,False,,,,False,,,10.36001/ijphm.2023.v14i1.3458,,ijphm-2023-3458,,,,,False,True,0,full_text,False,ijphm,pypdf,A Hybrid Approach Combining Data-Driven and Signal-Processing-Based Methods for Fault Diagnosis of a Hydraulic Rock Drill,Technical Papers,2023
